Recency,NumWebVisitsMonth,Response,Age,HasChildren,MaritalFlag,HigherEducation,IsHighIncome,IncomeLog,TotalSpentLog,AcceptedAnyCmp
52,6,0,47,1,1,0,0,10.121940118362215,4.394449154672438,1
98,3,0,36,0,1,1,0,11.112059763356958,7.1569563646156364,0
93,8,0,37,1,1,1,0,10.568055201212758,4.5217885770490405,0
38,6,0,52,1,1,1,0,10.842498220846531,5.755742213586912,0
24,8,0,48,1,1,1,0,10.353097129628477,3.4657359027997265,0
80,3,0,45,0,1,1,1,11.151410254389267,6.727431724850855,0
82,2,0,71,0,1,1,1,11.290631552610597,7.3783837129967145,1
20,2,0,71,0,1,1,1,11.370428285241672,7.147559271189454,0
81,8,1,52,1,0,1,0,10.754813005557924,5.575949103146316,1
50,5,0,73,1,0,1,1,11.143932102757024,6.284134161070802,1
60,1,0,57,0,0,1,1,11.237474947782342,7.16703787691222,0
63,6,0,47,1,0,1,0,11.061845645601192,7.048386408721883,0
54,4,1,48,0,1,1,1,11.534305279225467,7.123672785204607,1
72,7,0,60,1,0,1,0,10.612458868442959,3.6635616461296463,0
5,6,1,41,0,0,1,0,9.846440897156851,3.58351893845611,1
88,9,0,37,1,1,1,0,10.295698544965877,3.988984046564274,1
50,6,0,62,1,0,1,0,10.793885952444333,5.683579767338681,0
99,6,0,59,1,1,1,0,10.709851805031679,4.189654742026425,0
17,8,1,71,1,0,1,0,11.074389494551175,7.498315870766981,1
11,4,0,69,1,1,1,0,10.73852484409569,5.488937726156686,0
18,1,0,71,0,1,1,1,11.264117891900502,7.004881989712859,0
70,8,0,57,1,1,1,0,10.700499130126362,5.579729825986222,0
21,7,0,51,1,1,1,0,10.736722709272957,6.295266001439646,0
66,1,0,40,0,1,1,1,11.169758871056288,7.089243155027514,0
79,8,0,48,1,1,1,0,10.632098397371642,6.180016653652572,0
2,8,0,47,1,0,0,0,10.862761142582137,2.8903717578961645,0
81,3,0,77,0,1,1,1,11.336080882134516,7.38770923908104,1
24,7,0,71,1,0,1,0,10.704412325269503,5.655991810819852,0
48,6,0,45,1,1,1,1,11.149211519571825,7.035268599281096,0
93,3,0,37,1,1,0,0,10.718962979171467,4.74493212836325,0
56,1,0,56,0,1,1,1,11.190803765071475,6.954638864880987,0
3,3,0,55,1,1,1,1,11.259619054008528,6.5722825426940075,0
44,8,0,45,1,1,1,0,10.333092274830772,5.225746673713201,0
38,6,0,63,1,0,1,0,11.064886829303003,7.1276936993473985,0
46,8,0,47,1,1,1,0,10.645710570742665,5.247024072160486,0
84,8,0,49,1,1,1,0,10.846809623461313,6.357842266508099,0
27,8,0,73,1,0,1,0,10.850074678641633,7.00669522683704,0
72,2,0,53,0,1,1,1,11.288919041488882,7.469654172932128,0
66,8,0,39,1,1,1,0,10.443512690706546,2.8903717578961645,0
30,7,1,59,1,0,1,0,10.5205902717723,6.073044534100404,0
2,7,0,63,1,0,0,1,11.314181800479554,7.3708601665367155,1
65,8,0,54,1,1,1,0,10.560774367644996,3.1354942159291497,0
37,3,0,74,0,0,1,0,9.618069581737414,2.995732273553991,0
89,5,0,60,1,1,1,0,11.046850109942309,7.0192966537150445,0
49,6,0,50,1,1,0,0,10.008432982057622,4.2484952420493585,0
46,7,0,43,1,1,1,0,10.071625664813608,3.1780538303479453,0
32,3,0,67,1,0,1,1,11.286802479547019,6.406879986069314,0
54,7,0,52,1,0,1,0,8.922791623969635,4.060443010546419,0
98,3,0,57,0,0,1,1,11.204441866489002,7.644440761556566,1
97,3,0,67,1,1,1,0,11.081557762538953,6.917705609835305,0
75,9,0,54,1,0,1,0,10.0347350891458,3.295836866004329,0
8,2,1,35,0,1,1,1,11.207595242668072,7.395107546562485,1
37,7,0,67,1,1,1,0,11.019857896125941,7.005789019253502,0
31,6,0,61,1,1,1,0,10.363661781116345,2.8903717578961645,0
40,6,1,53,1,1,1,1,11.291467991427675,7.43307534889858,1
74,5,0,72,1,1,1,1,11.22561665618023,7.237778191923443,0
90,3,0,37,0,1,1,0,11.120578930855121,7.662467815200237,0
57,6,0,56,1,1,1,0,11.084861924943842,7.3343293503005365,0
59,8,0,50,1,0,1,0,10.34692259189592,4.174387269895637,0
52,6,0,40,1,0,1,0,10.30691725728222,3.295836866004329,0
5,2,1,51,0,0,1,1,11.539499233905259,7.014814351275545,1
92,6,0,67,0,1,0,0,10.184560331647974,5.351858133476067,0
77,8,0,58,1,1,1,1,11.234573068759177,7.046647277848756,0
35,6,0,51,1,0,1,0,10.338511462885837,3.526360524616161,0
48,6,0,64,1,1,1,0,11.056319682406446,7.004881989712859,1
97,3,0,61,1,0,1,0,10.73617926053397,5.777652323222656,0
95,5,0,61,1,0,1,0,9.836385748995392,3.8066624897703196,0
24,8,0,68,1,0,1,0,10.614916596774085,2.8903717578961645,0
60,7,1,46,1,0,1,0,9.634823485920109,3.4657359027997265,1
46,5,0,57,1,0,1,1,11.15159685235015,6.740519359606223,0
85,5,0,55,1,1,1,0,10.695574680950976,5.62040086571715,0
31,9,0,47,1,1,1,0,10.53789271307231,3.2580965380214817,0
9,8,1,73,1,1,1,0,10.686863844288563,5.62040086571715,0
30,7,0,59,1,1,1,0,10.550067097279738,4.51085950651685,0
47,1,0,62,0,1,1,1,11.291343194222971,7.310550158534422,1
70,7,1,55,1,1,1,0,10.547917066298643,5.220355825078324,1
13,1,0,55,0,1,1,1,11.197406174167238,6.889591308354466,0
11,6,0,55,1,1,1,0,10.002019808600373,4.219507705176107,0
31,7,1,72,0,0,1,1,11.145738318072041,7.400009517162692,0
15,5,0,42,1,0,1,0,10.366875596977243,4.110873864173311,0
2,5,0,50,1,1,1,0,11.033372384508345,5.44673737166631,0
55,6,0,65,1,1,1,0,10.28588872104574,3.8918202981106265,0
38,7,0,62,1,0,1,0,10.415682238708357,4.605170185988091,0
86,4,0,62,1,1,1,0,11.102156315270157,6.647688373563329,0
56,5,1,69,0,0,1,0,11.01394606348792,6.86484777797086,0
29,1,0,44,0,1,1,1,11.262962979545462,6.708084083853069,0
30,1,1,39,0,0,1,1,11.154363026548284,6.8308742346461795,1
64,6,0,57,1,0,1,0,11.06416655995377,6.812345094177479,0
46,7,0,44,1,1,0,0,10.105652585465139,4.634728988229636,0
74,2,0,51,1,1,1,0,11.091955779701022,6.135564891081739,0
18,5,0,50,1,1,1,0,10.699191321421164,3.6375861597263857,0
75,7,0,51,1,1,1,0,10.32980049315713,4.2626798770413155,0
17,3,0,73,0,1,1,1,11.22895649043033,6.836259277277067,0
88,5,0,69,1,1,1,0,10.837598555980199,6.756932389247553,0
19,3,0,59,0,0,1,1,11.28911919410592,7.2991214627108,0
62,8,0,76,0,0,1,0,10.47494720983897,5.968707559985366,0
11,7,0,41,0,1,0,0,10.386376557609095,3.9702919135521215,1
74,7,0,56,1,1,1,0,10.554822665281632,4.927253685157204,0
32,4,0,45,0,1,1,1,11.320529329604677,7.560080465021827,1
76,9,0,54,1,1,1,0,9.71878315904038,4.23410650459726,0
6,6,0,60,1,1,1,0,10.29799282040795,3.2580965380214817,0
62,8,0,73,1,1,1,0,10.932249459303156,7.226209010100671,1
20,7,0,37,1,0,0,0,10.474156316370632,3.4965075614664802,0
43,8,0,39,1,1,1,0,10.654596990433918,4.61512051684126,0
45,1,0,43,0,0,1,1,11.136455893703316,6.716594773520978,0
34,5,0,60,1,0,1,0,10.966697163402289,6.821107472256465,1
53,5,0,67,1,0,1,0,10.470135698235682,4.143134726391533,0
44,6,0,69,1,1,0,0,10.982271213570051,6.591673732008658,0
89,4,0,47,1,1,1,0,10.744580487844381,4.51085950651685,0
43,8,0,37,1,0,1,0,10.590314804351253,5.6131281063880705,0
68,7,0,41,1,1,1,0,10.08485031650177,4.204692619390966,0
44,2,0,64,0,1,1,1,11.301599312333988,7.101675971619444,1
64,9,1,59,0,0,1,0,10.205035547224519,4.68213122712422,0
85,1,0,78,0,0,1,1,11.257491132957457,7.05444965813294,1
93,7,0,61,1,1,1,0,11.068215243411098,6.304448802421981,1
12,4,0,33,0,1,1,0,10.661274811576522,5.488937726156686,0
86,6,0,49,1,0,1,0,9.439227397917458,3.988984046564274,0
28,7,0,58,1,1,1,0,10.024598378285186,3.6375861597263857,0
42,3,0,49,0,0,1,1,11.168941082705084,7.319202458767848,0
13,4,0,59,1,1,1,0,10.90041773707303,5.46383180502561,0
86,5,0,69,1,1,1,0,10.269518591398885,3.4965075614664802,0
59,7,0,53,1,1,1,0,10.604652504689657,4.634728988229636,0
30,3,0,40,1,0,1,0,11.105017375210924,5.996452088619021,0
33,5,0,74,1,1,1,0,10.336373256220284,3.3672958299864737,0
23,2,0,54,1,1,1,0,11.078999152040028,6.523562306149512,0
81,7,0,51,1,1,1,0,10.446451173829926,3.4339872044851463,0
6,7,0,60,1,0,1,0,10.75845591922755,3.044522437723423,0
41,7,0,64,1,0,1,0,11.071719183084294,7.176254532017143,0
78,8,0,72,1,0,1,0,10.608192681929802,6.447305862541213,0
49,3,0,68,0,1,1,0,11.03791733406963,7.157735484249907,0
39,8,0,49,1,0,1,0,9.605755144230846,4.189654742026425,0
3,7,0,41,1,1,1,0,10.213028959340802,3.6375861597263857,0
37,4,0,75,1,1,1,0,10.904725866572983,3.6635616461296463,0
22,8,0,39,1,0,1,0,10.308952660644293,5.081404364984463,0
79,8,0,42,1,0,1,0,10.088846159487579,3.1780538303479453,0
46,4,0,36,0,0,1,0,10.434027564411219,4.276666119016055,0
82,5,1,69,1,1,1,0,11.102472940351017,7.057897937411856,0
10,7,1,54,1,1,1,0,10.468204592645929,4.0943445622221,1
51,8,0,42,1,1,1,0,9.999297607382104,3.526360524616161,0
38,3,0,65,1,0,1,0,11.03819066134859,6.853299093186078,0
10,4,1,57,0,0,1,1,11.234454176046501,7.27447955877387,1
14,8,0,53,1,1,1,0,10.33123586888475,4.143134726391533,0
18,3,1,60,0,1,1,1,11.326644078388584,7.423568444259167,1
95,3,0,37,0,0,1,1,11.136863807231306,7.3388881338388785,0
11,6,0,39,0,0,1,0,10.631325972886003,4.941642422609304,0
65,8,0,56,1,1,1,0,10.918953711784084,7.075808863978387,1
71,3,0,75,1,1,1,0,10.990246534173236,6.230481447578482,0
13,8,1,52,1,1,0,0,10.210641315177503,2.9444389791664403,1
58,1,0,73,0,0,1,1,11.322055474206314,6.846943139585379,0
65,6,0,60,1,1,1,0,10.698762529141883,3.7612001156935624,0
0,1,1,55,0,0,1,1,11.348475259995237,7.0825485693553,0
33,7,0,54,1,0,1,0,10.321309334853664,3.8066624897703196,0
90,6,0,49,1,1,1,0,10.4097628392033,2.833213344056216,1
95,4,0,68,1,1,1,1,11.172039502174462,6.728628613084702,0
93,4,0,39,1,1,1,1,11.183768407068236,7.275172319452771,1
38,3,1,59,0,0,1,1,11.15281605858286,6.937314081223681,0
18,1,0,51,0,1,1,1,11.18580932327304,7.080867896690782,0
57,6,0,49,1,0,1,0,11.002116507732017,7.15305163493748,0
45,7,0,47,1,0,1,0,10.5621468026374,3.912023005428146,0
61,6,0,70,1,1,1,0,10.834430415742597,4.605170185988091,1
6,1,0,56,0,1,1,1,11.13404873233352,7.421177528595393,0
65,2,0,82,0,1,1,0,11.08328036286033,6.803505257608338,0
52,5,0,77,1,1,1,0,10.751113930384133,6.05443934626937,0
87,2,0,68,0,1,1,1,11.272368679485139,7.675081857716334,1
38,4,0,56,1,0,1,0,11.03791733406963,6.456769655572163,0
53,4,0,47,1,1,1,0,10.255657363586069,4.060443010546419,0
67,7,0,58,1,1,1,0,10.848948661710063,6.20455776256869,0
65,4,0,56,1,0,1,0,10.911518462973,6.542471960506804,0
64,2,0,65,0,1,1,1,11.283902161743626,7.207118856207756,0
82,7,0,49,1,0,1,0,10.361418600547594,3.951243718581427,0
27,3,0,63,0,1,1,1,11.184782443924378,7.566828479208331,0
63,8,0,50,1,0,1,0,10.870756529174912,6.898714534329987,0
66,6,0,41,1,1,0,0,10.482485711405168,3.4339872044851463,0
69,8,0,50,1,1,1,0,10.782678520453256,5.541263545158426,0
52,4,0,55,1,0,1,0,10.29380518131408,3.4011973816621555,1
45,8,0,59,1,0,1,0,11.063680868264434,7.22402480828583,1
2,8,1,53,1,0,1,0,10.560463365957897,4.304065093204169,0
86,8,0,50,1,0,1,0,10.738546536775496,4.795790545596741,0
23,9,1,55,0,0,1,0,10.025085524283615,4.406719247264253,1
13,8,0,36,1,0,1,0,10.318242707551384,3.6375861597263857,0
14,6,0,64,1,1,1,0,11.103858879320395,7.228388451573603,0
92,7,0,56,1,0,1,0,10.336016443526942,3.951243718581427,0
38,8,0,56,1,1,1,0,10.421745488119415,2.8903717578961645,0
74,7,0,40,1,1,1,0,9.902837341194541,3.1354942159291497,0
14,7,0,71,0,0,1,0,10.2191008899166,5.783825182329737,0
33,3,0,44,1,0,1,0,10.495266238707783,2.995732273553991,0
32,5,0,54,1,0,1,0,9.234642664499148,3.737669618283368,0
11,7,1,57,1,1,1,0,10.687297767993314,6.20050917404269,1
78,2,0,65,1,1,1,0,11.056935188442845,6.913737350659685,0
56,6,0,76,1,1,1,0,10.566793891085052,4.74493212836325,0
57,5,0,57,1,0,1,1,11.334576008928673,7.068172000388041,0
7,1,0,46,0,1,1,1,11.410903813540878,7.461065514354283,1
0,4,0,46,1,1,1,0,11.042921835724492,5.407171771460119,0
66,2,0,32,0,0,1,1,11.215785473743884,7.028201432058004,0
86,6,0,79,0,1,1,0,10.839835781185261,5.3471075307174685,0
80,3,0,57,1,1,1,1,11.167303496930577,6.669498089857879,0
56,2,0,34,0,1,1,1,11.137256994896104,7.377133712833954,0
18,8,0,54,1,1,1,0,10.687959709789435,5.231108616854587,0
51,8,1,41,1,1,1,0,9.638610132737611,3.8712010109078907,0
71,7,0,38,1,0,1,0,10.062327221849518,3.332204510175204,0
71,7,1,45,1,1,0,0,9.583006768332961,4.574710978503383,0
80,6,0,69,1,0,0,0,10.354435775246705,4.174387269895637,0
2,5,0,60,0,1,1,1,11.228929922243076,6.947937068614968,0
83,5,0,51,1,0,1,0,10.654290245584235,5.099866427824198,0
29,7,0,65,0,1,1,0,10.32574422328413,5.840641657373398,0
11,7,1,70,1,0,1,0,10.924534617586627,6.102558594613568,1
55,6,0,60,1,1,1,0,10.779102112590714,3.737669618283368,0
19,8,1,53,1,0,1,0,10.211486825750804,4.2626798770413155,0
1,6,0,54,1,0,1,0,11.094511886075637,5.60947179518496,0
19,9,0,51,1,1,1,0,10.320617692174794,3.8501476017100584,0
28,7,0,62,1,1,1,0,10.828500138222152,6.19644412779452,0
76,8,1,43,1,0,0,0,10.069722070677152,4.382026634673881,0
50,4,0,49,1,1,1,0,10.894124799538938,6.82001636467413,0
1,6,0,70,1,1,1,0,11.104445817701192,7.303843225277705,1
90,7,0,38,1,0,1,0,10.75628455062561,5.91350300563827,0
83,3,0,63,1,1,1,1,11.226216252470039,6.979145275068809,0
73,1,0,82,0,1,1,1,11.236723905181373,7.125283091510711,0
24,5,0,50,1,1,0,0,9.89293203859661,4.3694478524670215,1
11,5,0,31,0,1,1,1,11.291467991427675,7.229113877793302,1
33,3,1,44,0,0,1,1,11.41933979733965,7.29641326877392,1
4,8,0,54,1,1,1,0,10.809849153332397,6.62273632394984,0
14,7,0,52,1,1,1,0,10.529479457908664,3.8918202981106265,0
75,8,0,43,1,1,1,0,9.825147561084876,2.3978952727983707,0
26,1,1,51,0,1,1,1,11.32158334495519,7.269616749608169,1
77,2,0,84,0,1,1,1,11.440655802090147,7.659171367666058,1
8,8,0,72,1,1,1,0,10.793167332983991,3.044522437723423,0
42,1,0,39,0,1,1,1,11.439397324681515,7.4933172488621445,1
28,6,0,36,1,1,1,1,11.231013380740361,7.080867896690782,1
52,5,0,36,1,1,0,0,9.250041738827735,3.784189633918261,0
1,3,0,57,1,1,1,0,11.023779790196127,6.9167150203536085,0
